"JIS_Ken_CD","JIS_Shikuchoson_CD","Todofuken_KJ","Shikugun_KJ","Todofuken_KN","Shikugun_KN","Sakuseisha_ID","Sakusei_DT","Koshinsha_ID","Koshin_DT","KoshinProgram_ID","Shinseisha_ID","Shinsei_DT"
"07","540","福島県","双葉郡","","","BATCH","12/27/2012 15:29:24","BATCH","12/27/2012 00:00:00","PVS_XP_2001","IKOU","12/27/2012 15:29:24"
"07","522","福島県","田村郡小野町","","","BATCH","12/27/2012 15:29:24","BATCH","10/17/2014 14:45:36","PVS_XP_2001","BATCH","10/17/2014 14:45:36"
"07","521","福島県","田村郡三春町","","","BATCH","12/27/2012 15:29:24","BATCH","12/27/2012 00:00:00","PVS_XP_2001","IKOU","12/27/2012 15:29:24"
"07","520","福島県","田村郡","","","BATCH","12/27/2012 15:29:24","BATCH","12/27/2012 00:00:00","PVS_XP_2001","IKOU","12/27/2012 15:29:24"
"07","505","福島県","石川郡古殿町","","","BATCH","12/27/2012 15:29:24","BATCH","12/27/2012 00:00:00","PVS_XP_2001","IKOU","12/27/2012 15:29:24"
"07","504","福島県","石川郡浅川町","","","BATCH","12/27/2012 15:29:24","BATCH","12/27/2012 00:00:00","PVS_XP_2001","IKOU","12/27/2012 15:29:24"
"07","503","福島県","石川郡平田村","","","BATCH","12/27/2012 15:29:24","BATCH","12/27/2012 00:00:00","PVS_XP_2001","IKOU","12/27/2012 15:29:24"
"07","502","福島県","石川郡玉川村","","","BATCH","12/27/2012 15:29:24","BATCH","12/27/2012 00:00:00","PVS_XP_2001","IKOU","12/27/2012 15:29:24"
"07","501","福島県","石川郡石川町","","","BATCH","12/27/2012 15:29:24","BATCH","12/27/2012 00:00:00","PVS_XP_2001","IKOU","12/27/2012 15:29:24"
"07","500","福島県","石川郡","","","BATCH","12/27/2012 15:29:24","BATCH","12/27/2012 00:00:00","PVS_XP_2001","IKOU","12/27/2012 15:29:24"
"07","484","福島県","東白川郡鮫川村","","","BATCH","12/27/2012 15:29:24","BATCH","10/17/2014 14:45:36","PVS_XP_2001","BATCH","10/17/2014 14:45:36"
"07","483","福島県","東白川郡塙町","","","BATCH","12/27/2012 15:29:24","BATCH","12/27/2012 00:00:00","PVS_XP_2001","IKOU","12/27/2012 15:29:24"
"07","482","福島県","東白川郡矢祭町","","","BATCH","12/27/2012 15:29:24","BATCH","12/27/2012 00:00:00","PVS_XP_2001","IKOU","12/27/2012 15:29:24"
"07","481","福島県","東白川郡棚倉町","","","BATCH","12/27/2012 15:29:24","BATCH","12/27/2012 00:00:00","PVS_XP_2001","IKOU","12/27/2012 15:29:24"
"07","480","福島県","東白川郡","","","BATCH","12/27/2012 15:29:24","BATCH","12/27/2012 00:00:00","PVS_XP_2001","IKOU","12/27/2012 15:29:24"
"07","466","福島県","西白河郡矢吹町","","","BATCH","12/27/2012 15:29:24","BATCH","12/27/2012 00:00:00","PVS_XP_2001","IKOU","12/27/2012 15:29:24"
"07","465","福島県","西白河郡中島村","","","BATCH","12/27/2012 15:29:24","BATCH","12/27/2012 00:00:00","PVS_XP_2001","IKOU","12/27/2012 15:29:24"
"07","464","福島県","西白河郡泉崎村","","","BATCH","12/27/2012 15:29:24","BATCH","12/27/2012 00:00:00","PVS_XP_2001","IKOU","12/27/2012 15:29:24"
"07","461","福島県","西白河郡西郷村","","","BATCH","12/27/2012 15:29:24","BATCH","12/27/2012 00:00:00","PVS_XP_2001","IKOU","12/27/2012 15:29:24"
"07","460","福島県","西白河郡","","","BATCH","12/27/2012 15:29:24","BATCH","12/27/2012 00:00:00","PVS_XP_2001","IKOU","12/27/2012 15:29:24"
"07","447","福島県","大沼郡会津美里町","","","BATCH","12/27/2012 15:29:24","BATCH","12/27/2012 00:00:00","PVS_XP_2001","IKOU","12/27/2012 15:29:24"
"07","446","福島県","大沼郡昭和村","","","BATCH","12/27/2012 15:29:24","BATCH","12/27/2012 00:00:00","PVS_XP_2001","IKOU","12/27/2012 15:29:24"
"07","445","福島県","大沼郡金山町","","","BATCH","12/27/2012 15:29:24","BATCH","01/18/2016 12:24:28","PVS_XP_2001","BATCH","01/18/2016 12:24:28"
"07","444","福島県","大沼郡三島町","","","BATCH","12/27/2012 15:29:24","BATCH","12/27/2012 00:00:00","PVS_XP_2001","IKOU","12/27/2012 15:29:24"
"07","440","福島県","大沼郡","","","BATCH","12/27/2012 15:29:24","BATCH","12/27/2012 00:00:00","PVS_XP_2001","IKOU","12/27/2012 15:29:24"
"07","423","福島県","河沼郡柳津町","","","BATCH","12/27/2012 15:29:24","BATCH","12/27/2012 00:00:00","PVS_XP_2001","IKOU","12/27/2012 15:29:24"
"07","422","福島県","河沼郡湯川村","","","BATCH","12/27/2012 15:29:24","BATCH","12/17/2014 14:45:37","PVS_XP_2001","BATCH","12/17/2014 14:45:37"
"07","421","福島県","河沼郡会津坂下町","","","BATCH","12/27/2012 15:29:24","BATCH","12/27/2012 00:00:00","PVS_XP_2001","IKOU","12/27/2012 15:29:24"
"07","420","福島県","河沼郡","","","BATCH","12/27/2012 15:29:24","BATCH","12/27/2012 00:00:00","PVS_XP_2001","IKOU","12/27/2012 15:29:24"
"07","408","福島県","耶麻郡猪苗代町","","","BATCH","12/27/2012 15:29:24","BATCH","01/18/2016 12:24:28","PVS_XP_2001","BATCH","01/18/2016 12:24:28"
"07","407","福島県","耶麻郡磐梯町","","","BATCH","12/27/2012 15:29:24","BATCH","12/27/2012 00:00:00","PVS_XP_2001","IKOU","12/27/2012 15:29:24"
"07","405","福島県","耶麻郡西会津町","","","BATCH","12/27/2012 15:29:24","BATCH","12/27/2012 00:00:00","PVS_XP_2001","IKOU","12/27/2012 15:29:24"
"07","402","福島県","耶麻郡北塩原村","","","BATCH","12/27/2012 15:29:24","BATCH","12/27/2012 00:00:00","PVS_XP_2001","IKOU","12/27/2012 15:29:24"
"07","400","福島県","耶麻郡","","","BATCH","12/27/2012 15:29:24","BATCH","12/27/2012 00:00:00","PVS_XP_2001","IKOU","12/27/2012 15:29:24"
"07","380","福島県","北会津郡","","","BATCH","12/27/2012 15:29:24","BATCH","12/27/2012 00:00:00","PVS_XP_2001","IKOU","12/27/2012 15:29:24"
"07","368","福島県","南会津郡南会津町","","","BATCH","12/27/2012 15:29:24","BATCH","12/27/2012 00:00:00","PVS_XP_2001","IKOU","12/27/2012 15:29:24"
"07","367","福島県","南会津郡只見町","","","BATCH","12/27/2012 15:29:24","BATCH","12/27/2012 00:00:00","PVS_XP_2001","IKOU","12/27/2012 15:29:24"
"07","364","福島県","南会津郡檜枝岐村","","","BATCH","12/27/2012 15:29:24","BATCH","12/27/2012 00:00:00","PVS_XP_2001","IKOU","12/27/2012 15:29:24"
"07","362","福島県","南会津郡下郷町","","","BATCH","12/27/2012 15:29:24","BATCH","12/27/2012 00:00:00","PVS_XP_2001","IKOU","12/27/2012 15:29:24"
"07","360","福島県","南会津郡","","","BATCH","12/27/2012 15:29:24","BATCH","12/27/2012 00:00:00","PVS_XP_2001","IKOU","12/27/2012 15:29:24"
"07","344","福島県","岩瀬郡天栄村","","","BATCH","12/27/2012 15:29:24","BATCH","12/27/2012 00:00:00","PVS_XP_2001","IKOU","12/27/2012 15:29:24"
"07","342","福島県","岩瀬郡鏡石町","","","BATCH","12/27/2012 15:29:24","BATCH","12/27/2012 00:00:00","PVS_XP_2001","IKOU","12/27/2012 15:29:24"
"07","340","福島県","岩瀬郡","","","BATCH","12/27/2012 15:29:24","BATCH","12/27/2012 00:00:00","PVS_XP_2001","IKOU","12/27/2012 15:29:24"
"07","322","福島県","安達郡大玉村","","","BATCH","12/27/2012 15:29:24","BATCH","12/27/2012 00:00:00","PVS_XP_2001","IKOU","12/27/2012 15:29:24"
"07","320","福島県","安達郡","","","BATCH","12/27/2012 15:29:24","BATCH","12/27/2012 00:00:00","PVS_XP_2001","IKOU","12/27/2012 15:29:24"
"07","308","福島県","伊達郡川俣町","","","BATCH","12/27/2012 15:29:24","BATCH","12/27/2012 00:00:00","PVS_XP_2001","IKOU","12/27/2012 15:29:24"
"07","303","福島県","伊達郡国見町","","","BATCH","12/27/2012 15:29:24","BATCH","12/27/2012 00:00:00","PVS_XP_2001","IKOU","12/27/2012 15:29:24"
"07","301","福島県","伊達郡桑折町","","","BATCH","12/27/2012 15:29:24","BATCH","12/27/2012 00:00:00","PVS_XP_2001","IKOU","12/27/2012 15:29:24"
"07","300","福島県","伊達郡","","","BATCH","12/27/2012 15:29:24","BATCH","12/27/2012 00:00:00","PVS_XP_2001","IKOU","12/27/2012 15:29:24"
"07","214","福島県","本宮市","","","BATCH","12/27/2012 15:29:24","BATCH","12/27/2012 00:00:00","PVS_XP_2001","IKOU","12/27/2012 15:29:24"
"07","213","福島県","伊達市","","","BATCH","12/27/2012 15:29:24","BATCH","10/17/2014 14:45:36","PVS_XP_2001","BATCH","10/17/2014 14:45:36"
"07","212","福島県","南相馬市","","","BATCH","12/27/2012 15:29:24","BATCH","10/17/2014 14:45:36","PVS_XP_2001","BATCH","10/17/2014 14:45:36"
"07","211","福島県","田村市","","","BATCH","12/27/2012 15:29:24","BATCH","12/27/2012 00:00:00","PVS_XP_2001","IKOU","12/27/2012 15:29:24"
"07","210","福島県","二本松市","","","BATCH","12/27/2012 15:29:24","BATCH","12/27/2012 00:00:00","PVS_XP_2001","IKOU","12/27/2012 15:29:24"
"07","209","福島県","相馬市","","","BATCH","12/27/2012 15:29:24","BATCH","01/19/2015 15:22:50","PVS_XP_2001","BATCH","01/19/2015 15:22:50"
"07","208","福島県","喜多方市","","","BATCH","12/27/2012 15:29:24","BATCH","03/17/2016 14:45:55","PVS_XP_2001","BATCH","03/17/2016 14:45:55"
"07","207","福島県","須賀川市","","","BATCH","12/27/2012 15:29:24","BATCH","09/19/2017 13:27:07","PVS_XP_2001","BATCH","09/19/2017 13:27:07"
"07","205","福島県","白河市","","","BATCH","12/27/2012 15:29:24","BATCH","06/17/2015 14:45:53","PVS_XP_2001","BATCH","06/17/2015 14:45:53"
"07","204","福島県","いわき市","","","BATCH","12/27/2012 15:29:24","BATCH","01/19/2015 15:22:50","PVS_XP_2001","BATCH","01/19/2015 15:22:50"
"07","203","福島県","郡山市","","","BATCH","12/27/2012 15:29:24","BATCH","10/17/2017 14:45:34","PVS_XP_2001","BATCH","10/17/2017 14:45:34"
"07","202","福島県","会津若松市","","","BATCH","12/27/2012 15:29:24","BATCH","09/20/2016 15:07:00","PVS_XP_2001","BATCH","09/20/2016 15:07:00"
"07","201","福島県","福島市","","","BATCH","12/27/2012 15:29:24","BATCH","12/19/2016 15:13:59","PVS_XP_2001","BATCH","12/19/2016 15:13:59"
"06","461","山形県","飽海郡遊佐町","","","BATCH","12/27/2012 15:29:24","BATCH","12/27/2012 00:00:00","PVS_XP_2001","IKOU","12/27/2012 15:29:24"
"06","460","山形県","飽海郡","","","BATCH","12/27/2012 15:29:24","BATCH","12/27/2012 00:00:00","PVS_XP_2001","IKOU","12/27/2012 15:29:24"
"06","440","山形県","西田川郡","","","BATCH","12/27/2012 15:29:24","BATCH","12/27/2012 00:00:00","PVS_XP_2001","IKOU","12/27/2012 15:29:24"
"06","428","山形県","東田川郡庄内町","","","BATCH","12/27/2012 15:29:24","BATCH","12/27/2012 00:00:00","PVS_XP_2001","IKOU","12/27/2012 15:29:24"
"06","426","山形県","東田川郡三川町","","","BATCH","12/27/2012 15:29:24","BATCH","12/27/2012 00:00:00","PVS_XP_2001","IKOU","12/27/2012 15:29:24"
"06","420","山形県","東田川郡","","","BATCH","12/27/2012 15:29:24","BATCH","12/27/2012 00:00:00","PVS_XP_2001","IKOU","12/27/2012 15:29:24"
"06","403","山形県","西置賜郡飯豊町","","","BATCH","12/27/2012 15:29:24","BATCH","12/27/2012 00:00:00","PVS_XP_2001","IKOU","12/27/2012 15:29:24"
"06","402","山形県","西置賜郡白鷹町","","","BATCH","12/27/2012 15:29:24","BATCH","12/27/2012 00:00:00","PVS_XP_2001","IKOU","12/27/2012 15:29:24"
"06","401","山形県","西置賜郡小国町","","","BATCH","12/27/2012 15:29:24","BATCH","12/27/2012 00:00:00","PVS_XP_2001","IKOU","12/27/2012 15:29:24"
"06","400","山形県","西置賜郡","","","BATCH","12/27/2012 15:29:24","BATCH","12/27/2012 00:00:00","PVS_XP_2001","IKOU","12/27/2012 15:29:24"
"06","382","山形県","東置賜郡川西町","","","BATCH","12/27/2012 15:29:24","BATCH","12/27/2012 00:00:00","PVS_XP_2001","IKOU","12/27/2012 15:29:24"
"06","381","山形県","東置賜郡高畠町","","","BATCH","12/27/2012 15:29:24","BATCH","09/17/2014 14:45:43","PVS_XP_2001","BATCH","09/17/2014 14:45:43"
"06","380","山形県","東置賜郡","","","BATCH","12/27/2012 15:29:24","BATCH","12/27/2012 00:00:00","PVS_XP_2001","IKOU","12/27/2012 15:29:24"
"06","367","山形県","最上郡戸沢村","","","BATCH","12/27/2012 15:29:24","BATCH","12/27/2012 00:00:00","PVS_XP_2001","IKOU","12/27/2012 15:29:24"
"06","366","山形県","最上郡鮭川村","","","BATCH","12/27/2012 15:29:24","BATCH","12/27/2012 00:00:00","PVS_XP_2001","IKOU","12/27/2012 15:29:24"
"06","365","山形県","最上郡大蔵村","","","BATCH","12/27/2012 15:29:24","BATCH","12/27/2012 00:00:00","PVS_XP_2001","IKOU","12/27/2012 15:29:24"
"06","364","山形県","最上郡真室川町","","","BATCH","12/27/2012 15:29:24","BATCH","12/27/2012 00:00:00","PVS_XP_2001","IKOU","12/27/2012 15:29:24"
"06","363","山形県","最上郡舟形町","","","BATCH","12/27/2012 15:29:24","BATCH","12/27/2012 00:00:00","PVS_XP_2001","IKOU","12/27/2012 15:29:24"
"06","362","山形県","最上郡最上町","","","BATCH","12/27/2012 15:29:24","BATCH","12/27/2012 00:00:00","PVS_XP_2001","IKOU","12/27/2012 15:29:24"
"06","361","山形県","最上郡金山町","","","BATCH","12/27/2012 15:29:24","BATCH","12/27/2012 00:00:00","PVS_XP_2001","IKOU","12/27/2012 15:29:24"
"06","360","山形県","最上郡","","","BATCH","12/27/2012 15:29:24","BATCH","12/27/2012 00:00:00","PVS_XP_2001","IKOU","12/27/2012 15:29:24"
"06","341","山形県","北村山郡大石田町","","","BATCH","12/27/2012 15:29:24","BATCH","12/27/2012 00:00:00","PVS_XP_2001","IKOU","12/27/2012 15:29:24"
"06","340","山形県","北村山郡","","","BATCH","12/27/2012 15:29:24","BATCH","12/27/2012 00:00:00","PVS_XP_2001","IKOU","12/27/2012 15:29:24"
"06","324","山形県","西村山郡大江町","","","BATCH","12/27/2012 15:29:24","BATCH","12/27/2012 00:00:00","PVS_XP_2001","IKOU","12/27/2012 15:29:24"
"06","323","山形県","西村山郡朝日町","","","BATCH","12/27/2012 15:29:24","BATCH","12/27/2012 00:00:00","PVS_XP_2001","IKOU","12/27/2012 15:29:24"
"06","322","山形県","西村山郡西川町","","","BATCH","12/27/2012 15:29:24","BATCH","12/27/2012 00:00:00","PVS_XP_2001","IKOU","12/27/2012 15:29:24"
"06","321","山形県","西村山郡河北町","","","BATCH","12/27/2012 15:29:24","BATCH","12/27/2012 00:00:00","PVS_XP_2001","IKOU","12/27/2012 15:29:24"
"06","320","山形県","西村山郡","","","BATCH","12/27/2012 15:29:24","BATCH","12/27/2012 00:00:00","PVS_XP_2001","IKOU","12/27/2012 15:29:24"
"06","302","山形県","東村山郡中山町","","","BATCH","12/27/2012 15:29:24","BATCH","12/27/2012 00:00:00","PVS_XP_2001","IKOU","12/27/2012 15:29:24"
"06","301","山形県","東村山郡山辺町","","","BATCH","12/27/2012 15:29:24","BATCH","05/18/2015 11:24:35","PVS_XP_2001","BATCH","05/18/2015 11:24:35"
"06","300","山形県","東村山郡","","","BATCH","12/27/2012 15:29:24","BATCH","12/27/2012 00:00:00","PVS_XP_2001","IKOU","12/27/2012 15:29:24"
"06","213","山形県","南陽市","","","BATCH","12/27/2012 15:29:24","BATCH","05/19/2014 13:41:06","PVS_XP_2001","BATCH","05/19/2014 13:41:06"
"06","212","山形県","尾花沢市","","","BATCH","12/27/2012 15:29:24","BATCH","12/27/2012 00:00:00","PVS_XP_2001","IKOU","12/27/2012 15:29:24"
"08","231","茨城県","桜川市","","","BATCH","12/27/2012 15:29:24","BATCH","06/17/2016 14:45:37","PVS_XP_2001","BATCH","06/17/2016 14:45:37"
"08","230","茨城県","かすみがうら市","","","BATCH","12/27/2012 15:29:24","BATCH","06/17/2016 14:45:37","PVS_XP_2001","BATCH","06/17/2016 14:45:37"
"08","229","茨城県","稲敷市","","","BATCH","12/27/2012 15:29:24","BATCH","06/17/2016 14:45:37","PVS_XP_2001","BATCH","06/17/2016 14:45:37"
"08","228","茨城県","坂東市","","","BATCH","12/27/2012 15:29:24","BATCH","06/17/2016 14:45:37","PVS_XP_2001","BATCH","06/17/2016 14:45:37"
"08","227","茨城県","筑西市","","","BATCH","12/27/2012 15:29:24","BATCH","12/27/2012 00:00:00","PVS_XP_2001","IKOU","12/27/2012 15:29:24"
"08","226","茨城県","那珂市","","","BATCH","12/27/2012 15:29:24","BATCH","06/17/2016 14:45:37","PVS_XP_2001","BATCH","06/17/2016 14:45:37"
"08","225","茨城県","常陸大宮市","","","BATCH","12/27/2012 15:29:24","BATCH","12/27/2012 00:00:00","PVS_XP_2001","IKOU","12/27/2012 15:29:24"
"08","224","茨城県","守谷市","","","BATCH","12/27/2012 15:29:24","BATCH","12/18/2017 13:23:00","PVS_XP_2001","BATCH","12/18/2017 13:23:00"
"08","223","茨城県","潮来市","","","BATCH","12/27/2012 15:29:24","BATCH","06/17/2016 14:45:37","PVS_XP_2001","BATCH","06/17/2016 14:45:37"
"08","222","茨城県","鹿嶋市","","","BATCH","12/27/2012 15:29:24","BATCH","06/17/2016 14:45:37","PVS_XP_2001","BATCH","06/17/2016 14:45:37"
"08","221","茨城県","ひたちなか市","","","BATCH","12/27/2012 15:29:24","BATCH","06/17/2016 14:45:37","PVS_XP_2001","BATCH","06/17/2016 14:45:37"
"08","220","茨城県","つくば市","","","BATCH","12/27/2012 15:29:24","BATCH","04/17/2017 14:45:49","PVS_XP_2001","BATCH","04/17/2017 14:45:49"
"08","219","茨城県","牛久市","","","BATCH","12/27/2012 15:29:24","BATCH","06/17/2016 14:45:37","PVS_XP_2001","BATCH","06/17/2016 14:45:37"
"08","217","茨城県","取手市","","","BATCH","12/27/2012 15:29:24","BATCH","10/17/2014 14:45:36","PVS_XP_2001","BATCH","10/17/2014 14:45:36"
"08","216","茨城県","笠間市","","","BATCH","12/27/2012 15:29:24","BATCH","07/18/2017 13:30:34","PVS_XP_2001","BATCH","07/18/2017 13:30:34"
"08","215","茨城県","北茨城市","","","BATCH","12/27/2012 15:29:24","BATCH","12/27/2012 00:00:00","PVS_XP_2001","IKOU","12/27/2012 15:29:24"
"08","214","茨城県","高萩市","","","BATCH","12/27/2012 15:29:24","BATCH","06/17/2016 14:45:37","PVS_XP_2001","BATCH","06/17/2016 14:45:37"
"08","212","茨城県","常陸太田市","","","BATCH","12/27/2012 15:29:24","BATCH","12/27/2012 00:00:00","PVS_XP_2001","IKOU","12/27/2012 15:29:24"
"08","211","茨城県","常総市","","","BATCH","12/27/2012 15:29:24","BATCH","12/27/2012 00:00:00","PVS_XP_2001","IKOU","12/27/2012 15:29:24"
"08","210","茨城県","下妻市","","","BATCH","12/27/2012 15:29:24","BATCH","01/18/2016 12:24:28","PVS_XP_2001","BATCH","01/18/2016 12:24:28"
"08","207","茨城県","結城市","","","BATCH","12/27/2012 15:29:24","BATCH","11/17/2016 14:46:04","PVS_XP_2001","BATCH","11/17/2016 14:46:04"
"08","205","茨城県","石岡市","","","BATCH","12/27/2012 15:29:24","BATCH","12/27/2012 00:00:00","PVS_XP_2001","IKOU","12/27/2012 15:29:24"
"08","204","茨城県","古河市","","","BATCH","12/27/2012 15:29:24","BATCH","02/17/2016 14:45:36","PVS_XP_2001","BATCH","02/17/2016 14:45:36"
"08","203","茨城県","土浦市","","","BATCH","12/27/2012 15:29:24","BATCH","07/19/2016 13:07:18","PVS_XP_2001","BATCH","07/19/2016 13:07:18"
"08","202","茨城県","日立市","","","BATCH","12/27/2012 15:29:24","BATCH","06/17/2016 14:45:37","PVS_XP_2001","BATCH","06/17/2016 14:45:37"
"08","201","茨城県","水戸市","","","BATCH","12/27/2012 15:29:24","BATCH","12/17/2014 14:45:37","PVS_XP_2001","BATCH","12/17/2014 14:45:37"
"08","000","茨城県","","","","BATCH","12/27/2012 15:29:24","BATCH","12/27/2012 00:00:00","PVS_XP_2001","IKOU","12/27/2012 15:29:24"
"07","564","福島県","相馬郡飯舘村","","","BATCH","12/27/2012 15:29:24","BATCH","12/27/2012 00:00:00","PVS_XP_2001","IKOU","12/27/2012 15:29:24"
"07","561","福島県","相馬郡新地町","","","BATCH","12/27/2012 15:29:24","BATCH","12/27/2012 00:00:00","PVS_XP_2001","IKOU","12/27/2012 15:29:24"
"07","560","福島県","相馬郡","","","BATCH","12/27/2012 15:29:24","BATCH","12/27/2012 00:00:00","PVS_XP_2001","IKOU","12/27/2012 15:29:24"
"07","548","福島県","双葉郡葛尾村","","","BATCH","12/27/2012 15:29:24","BATCH","12/27/2012 00:00:00","PVS_XP_2001","IKOU","12/27/2012 15:29:24"
"07","547","福島県","双葉郡浪江町","","","BATCH","12/27/2012 15:29:24","BATCH","12/27/2012 00:00:00","PVS_XP_2001","IKOU","12/27/2012 15:29:24"
"07","546","福島県","双葉郡双葉町","","","BATCH","12/27/2012 15:29:24","BATCH","12/27/2012 00:00:00","PVS_XP_2001","IKOU","12/27/2012 15:29:24"
"08","340","茨城県","那珂郡","","","BATCH","12/27/2012 15:29:24","BATCH","12/27/2012 00:00:00","PVS_XP_2001","IKOU","12/27/2012 15:29:24"
"08","320","茨城県","西茨城郡","","","BATCH","12/27/2012 15:29:24","BATCH","12/27/2012 00:00:00","PVS_XP_2001","IKOU","12/27/2012 15:29:24"
"08","310","茨城県","東茨城郡城里町","","","BATCH","12/27/2012 15:29:24","BATCH","12/27/2012 00:00:00","PVS_XP_2001","IKOU","12/27/2012 15:29:24"
"08","309","茨城県","東茨城郡大洗町","","","BATCH","12/27/2012 15:29:24","BATCH","12/27/2012 00:00:00","PVS_XP_2001","IKOU","12/27/2012 15:29:24"
"08","302","茨城県","東茨城郡茨城町","","","BATCH","12/27/2012 15:29:24","BATCH","12/27/2012 00:00:00","PVS_XP_2001","IKOU","12/27/2012 15:29:24"
"08","300","茨城県","東茨城郡","","","BATCH","12/27/2012 15:29:24","BATCH","12/27/2012 00:00:00","PVS_XP_2001","IKOU","12/27/2012 15:29:24"
"08","236","茨城県","小美玉市","","","BATCH","12/27/2012 15:29:24","BATCH","12/27/2012 00:00:00","PVS_XP_2001","IKOU","12/27/2012 15:29:24"
"08","235","茨城県","つくばみらい市","","","BATCH","12/27/2012 15:29:24","BATCH","07/17/2013 14:45:50","PVS_XP_2001","BATCH","07/17/2013 14:45:50"
"08","234","茨城県","鉾田市","","","BATCH","12/27/2012 15:29:24","BATCH","12/27/2012 00:00:00","PVS_XP_2001","IKOU","12/27/2012 15:29:24"
"08","233","茨城県","行方市","","","BATCH","12/27/2012 15:29:24","BATCH","09/20/2016 15:07:00","PVS_XP_2001","BATCH","09/20/2016 15:07:00"
"08","232","茨城県","神栖市","","","BATCH","12/27/2012 15:29:24","BATCH","12/27/2012 00:00:00","PVS_XP_2001","IKOU","12/27/2012 15:29:24"
"01","346","北海道","二海郡八雲町","","","BATCH","12/27/2012 15:29:24","BATCH","12/27/2012 00:00:00","PVS_XP_2001","IKOU","12/27/2012 15:29:24"
"01","345","北海道","茅部郡森町","","","BATCH","12/27/2012 15:29:24","BATCH","12/27/2012 00:00:00","PVS_XP_2001","IKOU","12/27/2012 15:29:24"
"01","343","北海道","茅部郡鹿部町","","","BATCH","12/27/2012 15:29:24","BATCH","12/27/2012 00:00:00","PVS_XP_2001","IKOU","12/27/2012 15:29:24"
"01","337","北海道","亀田郡七飯町","","","BATCH","12/27/2012 15:29:24","BATCH","12/27/2012 00:00:00","PVS_XP_2001","IKOU","12/27/2012 15:29:24"
"01","334","北海道","上磯郡木古内町","","","BATCH","12/27/2012 15:29:24","BATCH","12/27/2012 00:00:00","PVS_XP_2001","IKOU","12/27/2012 15:29:24"
"01","333","北海道","上磯郡知内町","","","BATCH","12/27/2012 15:29:24","BATCH","12/27/2012 00:00:00","PVS_XP_2001","IKOU","12/27/2012 15:29:24"
"01","332","北海道","松前郡福島町","","","BATCH","12/27/2012 15:29:24","BATCH","12/27/2012 00:00:00","PVS_XP_2001","IKOU","12/27/2012 15:29:24"
"01","331","北海道","松前郡松前町","","","BATCH","12/27/2012 15:29:24","BATCH","12/27/2012 00:00:00","PVS_XP_2001","IKOU","12/27/2012 15:29:24"
"01","304","北海道","石狩郡新篠津村","","","BATCH","12/27/2012 15:29:24","BATCH","12/27/2012 00:00:00","PVS_XP_2001","IKOU","12/27/2012 15:29:24"
"01","303","北海道","石狩郡当別町","","","BATCH","12/27/2012 15:29:24","BATCH","10/19/2015 14:59:25","PVS_XP_2001","BATCH","10/19/2015 14:59:25"
"01","236","北海道","北斗市","","","BATCH","12/27/2012 15:29:24","BATCH","02/17/2016 14:45:36","PVS_XP_2001","BATCH","02/17/2016 14:45:36"
"01","235","北海道","石狩市","","","BATCH","12/27/2012 15:29:24","BATCH","11/17/2014 14:45:45","PVS_XP_2001","BATCH","11/17/2014 14:45:45"
"01","234","北海道","北広島市","","","BATCH","12/27/2012 15:29:24","BATCH","12/17/2013 14:45:37","PVS_XP_2001","BATCH","12/17/2013 14:45:37"
"01","233","北海道","伊達市","","","BATCH","12/27/2012 15:29:24","BATCH","12/27/2012 00:00:00","PVS_XP_2001","IKOU","12/27/2012 15:29:24"
"01","231","北海道","恵庭市","","","BATCH","12/27/2012 15:29:24","BATCH","11/17/2015 14:45:34","PVS_XP_2001","BATCH","11/17/2015 14:45:34"
"01","230","北海道","登別市","","","BATCH","12/27/2012 15:29:24","BATCH","12/27/2012 00:00:00","PVS_XP_2001","IKOU","12/27/2012 15:29:24"
"01","229","北海道","富良野市","","","BATCH","12/27/2012 15:29:24","BATCH","05/18/2015 11:24:35","PVS_XP_2001","BATCH","05/18/2015 11:24:35"
"01","228","北海道","深川市","","","BATCH","12/27/2012 15:29:24","BATCH","04/18/2016 13:42:42","PVS_XP_2001","BATCH","04/18/2016 13:42:42"
"01","227","北海道","歌志内市","","","BATCH","12/27/2012 15:29:24","BATCH","12/27/2012 00:00:00","PVS_XP_2001","IKOU","12/27/2012 15:29:24"
"01","226","北海道","砂川市","","","BATCH","12/27/2012 15:29:24","BATCH","12/27/2012 00:00:00","PVS_XP_2001","IKOU","12/27/2012 15:29:24"
"01","225","北海道","滝川市","","","BATCH","12/27/2012 15:29:24","BATCH","12/27/2012 00:00:00","PVS_XP_2001","IKOU","12/27/2012 15:29:24"
"01","224","北海道","千歳市","","","BATCH","12/27/2012 15:29:24","BATCH","06/17/2015 14:45:53","PVS_XP_2001","BATCH","06/17/2015 14:45:53"
"01","223","北海道","根室市","","","BATCH","12/27/2012 15:29:24","BATCH","12/27/2012 00:00:00","PVS_XP_2001","IKOU","12/27/2012 15:29:24"
"01","222","北海道","三笠市","","","BATCH","12/27/2012 15:29:24","BATCH","12/27/2012 00:00:00","PVS_XP_2001","IKOU","12/27/2012 15:29:24"
"01","221","北海道","名寄市","","","BATCH","12/27/2012 15:29:24","BATCH","12/27/2012 00:00:00","PVS_XP_2001","IKOU","12/27/2012 15:29:24"
"01","220","北海道","士別市","","","BATCH","12/27/2012 15:29:24","BATCH","12/27/2012 00:00:00","PVS_XP_2001","IKOU","12/27/2012 15:29:24"
